[rank=1, song=God's Plan, lastweek=1, imagesrc=https://charts-static.billboard.com/img/2018/01/drake-zwl.jpg, artist=Drake]
[rank=2, song=Meant To Be, lastweek=2, imagesrc=https://charts-static.billboard.com/img/2017/10/bebe-rexha-5s8.jpg, artist=Bebe Rexha & Florida Georgia Line]
[rank=3, song=Finesse, lastweek=4, imagesrc=https://charts-static.billboard.com/img/2018/01/bruno-mars-va7.jpg, artist=Bruno Mars & Cardi B]
[rank=4, song=Psycho, lastweek=5, imagesrc=https://charts-static.billboard.com/img/2018/03/post-malone-tp6.jpg, artist=Post Malone]
[rank=5, song=Perfect, lastweek=3, imagesrc=https://charts-static.billboard.com/img/2017/03/ed-sheeran-3vg.jpg, artist=Ed Sheeran]
[rank=6, song=Look Alive, lastweek=11, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=BlocBoy JB]
[rank=7, song=The Middle, lastweek=6, imagesrc=https://charts-static.billboard.com/img/2018/02/zedd-edd.jpg, artist=Zedd, Maren Morris & Grey]
[rank=8, song=Freaky Friday, lastweek=9, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Dicky]
[rank=9, song=Sad!, lastweek=7, imagesrc=https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms.jpg, artist=XXXTentacion]
[rank=10, song=Havana, lastweek=8, imagesrc=https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx.jpg, artist=Camila Cabello]
[rank=11, song=Mine, lastweek=15, imagesrc=https://charts-static.billboard.com/img/2018/01/bazzi-3p6.jpg, artist=Bazzi]
[rank=12, song=Pray For Me, lastweek=10, imagesrc=https://charts-static.billboard.com/img/2018/02/the-weeknd-4yv.jpg, artist=The Weeknd & Kendrick Lamar]
[rank=13, song=Stir Fry, lastweek=12, imagesrc=https://charts-static.billboard.com/img/2018/01/migos-apk.jpg, artist=Migos]
[rank=14, song=Never Be The Same, lastweek=19, imagesrc=https://charts-static.billboard.com/img/2017/12/camila-cabello-4tx.jpg, artist=Camila Cabello]
[rank=15, song=Walk It Talk It, lastweek=20, imagesrc=https://charts-static.billboard.com/img/2018/02/migos-apk.jpg, artist=Migos]
[rank=16, song=All The Stars, lastweek=14, imagesrc=https://charts-static.billboard.com/img/2018/01/kendrick-lamar-h1y.jpg, artist=Kendrick Lamar & SZA]
[rank=17, song=Ric Flair Drip, lastweek=13, imagesrc=https://charts-static.billboard.com/img/2017/11/offset-obv.jpg, artist=Offset & Metro Boomin]
[rank=18, song=Plug Walk, lastweek=23, imagesrc=https://charts-static.billboard.com/img/2018/02/rich-the-kid-zlg.jpg, artist=Rich The Kid]
[rank=19, song=Let You Down, lastweek=17, imagesrc=https://charts-static.billboard.com/img/2017/10/nf-rht.jpg, artist=NF]
[rank=20, song=New Rules, lastweek=16, imagesrc=https://charts-static.billboard.com/img/2017/07/dua-lipa.jpg, artist=Dua Lipa]
[rank=21, song=Rockstar, lastweek=18, imagesrc=https://charts-static.billboard.com/img/2017/10/post-malone-tp6.jpg, artist=Post Malone]
[rank=22, song=In My Blood, lastweek=72, imagesrc=https://charts-static.billboard.com/img/2018/03/shawn-mendes-drf.jpg, artist=Shawn Mendes]
[rank=23, song=Whatever It Takes, lastweek=24, imagesrc=https://charts-static.billboard.com/img/2017/05/imagine-dragons-hy6.jpg, artist=Imagine Dragons]
[rank=24, song=Thunder, lastweek=22, imagesrc=https://charts-static.billboard.com/img/2017/05/imagine-dragons-hy6.jpg, artist=Imagine Dragons]
[rank=25, song=Him & I, lastweek=21, imagesrc=https://charts-static.billboard.com/img/2017/12/g-eazy-4o5.jpg, artist=G Eazy & Halsey]
[rank=26, song=Wait, lastweek=29, imagesrc=https://charts-static.billboard.com/img/1840/12/maroon-5-9st.jpg, artist=Maroon 5]
[rank=27, song=Lights Down Low, lastweek=26, imagesrc=https://charts-static.billboard.com/img/2017/03/max-1-32c.jpg, artist=MAX]
[rank=28, song=Heaven, lastweek=30, imagesrc=https://charts-static.billboard.com/img/2017/10/kane-brown-k3k.jpg, artist=Kane Brown]
[rank=29, song=I Fall Apart, lastweek=25, imagesrc=https://charts-static.billboard.com/img/2016/12/post-malone.jpg, artist=Post Malone]
[rank=30, song=Friends, lastweek=28, imagesrc=https://charts-static.billboard.com/img/2018/02/marshmello-ttp.jpg, artist=Marshmello & Anne Marie]
[rank=31, song=King's Dead, lastweek=27, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Jay Rock, Kendrick Lamar, Future & James Blake]
[rank=32, song=Feel It Still, lastweek=34, imagesrc=https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z.jpg, artist=Portugal. The Man]
[rank=33, song=Say Something, lastweek=32, imagesrc=https://charts-static.billboard.com/img/2018/02/justin-timberlake-wmm.jpg, artist=Justin Timberlake]
[rank=34, song=You Make It Easy, lastweek=36, imagesrc=https://charts-static.billboard.com/img/2018/02/jason-aldean-jfn.jpg, artist=Jason Aldean]
[rank=35, song=Marry Me, lastweek=31, imagesrc=https://charts-static.billboard.com/img/2017/09/thomas-rhett-r0o.jpg, artist=Thomas Rhett]
[rank=36, song=Lemon, lastweek=40, imagesrc=https://charts-static.billboard.com/img/2017/11/nerd-yfk.jpg, artist=N*E*R*D & Rihanna]
[rank=37, song=Bad At Love, lastweek=33, imagesrc=https://charts-static.billboard.com/img/2017/07/halsey.jpg, artist=Halsey]
[rank=38, song=Powerglide, lastweek=51, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Rae Sremmurd & Juicy J]
[rank=39, song=Changes, lastweek=37, imagesrc=https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms.jpg, artist=XXXTentacion]
[rank=40, song=Outside Today, lastweek=39, imagesrc=https://charts-static.billboard.com/img/2018/01/youngboy-never-broke-again-qoy.jpg, artist=YoungBoy Never Broke Again]
[rank=41, song=No Limit, lastweek=44, imagesrc=https://charts-static.billboard.com/img/2017/09/g-eazy-4o5.jpg, artist=G Eazy]
[rank=42, song=New Freezer, lastweek=45, imagesrc=https://charts-static.billboard.com/img/2017/10/rich-the-kid-zlg.jpg, artist=Rich The Kid]
[rank=43, song=Love., lastweek=42, imagesrc=https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y.jpg, artist=Kendrick Lamar]
[rank=44, song=Wolves, lastweek=41, imagesrc=https://charts-static.billboard.com/img/2017/11/selena-gomez-scg.jpg, artist=Selena Gomez X Marshmello]
[rank=45, song=MotorSport, lastweek=43, imagesrc=https://charts-static.billboard.com/img/2017/11/migos-apk.jpg, artist=Migos, Nicki Minaj & Cardi B]
[rank=46, song=Most People Are Good, lastweek=47, imagesrc=https://charts-static.billboard.com/img/1840/12/luke-bryan-3d2.jpg, artist=Luke Bryan]
[rank=47, song=Bartier Cardi, lastweek=38, imagesrc=https://charts-static.billboard.com/img/2016/03/cardi-b-n38.jpg, artist=Cardi B]
[rank=48, song=Moonlight, lastweek=35, imagesrc=https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms.jpg, artist=XXXTentacion]
[rank=49, song=Love Lies, lastweek=53, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Khalid & Normani]
[rank=50, song=Singles You Up, lastweek=57, imagesrc=https://charts-static.billboard.com/img/2017/07/jordan-davis-err.jpg, artist=Jordan Davis]
[rank=51, song=X, lastweek=59, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Nicky Jam x J Balvin]
[rank=52, song=Delicate, lastweek=66, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Taylor Swift]
[rank=53, song=Dura, lastweek=54, imagesrc=https://charts-static.billboard.com/img/2018/02/daddy-yankee-1tx.jpg, artist=Daddy Yankee]
[rank=54, song=IDGAF, lastweek=58, imagesrc=https://charts-static.billboard.com/img/2018/01/dua-lipa-vxi.jpg, artist=Dua Lipa]
[rank=55, song=No Excuses, lastweek=64, imagesrc=https://charts-static.billboard.com/img/2018/03/meghan-trainor-vgn.jpg, artist=Meghan Trainor]
[rank=56, song=Gummo, lastweek=63, imagesrc=https://charts-static.billboard.com/img/2017/12/6ix9ine-714.jpg, artist=6ix9ine]
[rank=57, song=Billy, lastweek=61, imagesrc=https://charts-static.billboard.com/img/2018/03/6ix9ine-714.jpg, artist=6ix9ine]
[rank=58, song=Broken Halos, lastweek=55, imagesrc=https://charts-static.billboard.com/img/2017/05/chris-stapleton-ha2.jpg, artist=Chris Stapleton]
[rank=59, song=Tell Me You Love Me, lastweek=73, imagesrc=https://charts-static.billboard.com/img/2017/09/demi-lovato-rh9.jpg, artist=Demi Lovato]
[rank=60, song=Say Amen (Saturday Night), lastweek=101, imagesrc=https://charts-static.billboard.com/img/2018/03/panic-at-the-disco-yl6.jpg, artist=Panic! At The Disco]
[rank=61, song=Hardaway, lastweek=65, imagesrc=https://charts-static.billboard.com/img/2017/12/derez-deshon-g8m.jpg, artist=Derez De'Shon]
[rank=62, song=All On Me, lastweek=52, imagesrc=https://charts-static.billboard.com/img/2017/03/devin-dawson-oxt.jpg, artist=Devin Dawson]
[rank=63, song=El Farsante, lastweek=69, imagesrc=https://charts-static.billboard.com/img/2017/08/ozuna-tye.jpg, artist=Ozuna & Romeo Santos]
[rank=64, song=Lost In Japan, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2018/04/shawn-mendes-drf.jpg, artist=Shawn Mendes]
[rank=65, song=Zombie, lastweek=68, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Bad Wolves]
[rank=66, song=Top Off, lastweek=62, imagesrc=https://charts-static.billboard.com/img/2018/03/dj-khaled-igg.jpg, artist=DJ Khaled]
[rank=67, song=Everyday, lastweek=56, imagesrc=https://charts-static.billboard.com/img/2018/03/logic-lma.jpg, artist=Logic & Marshmello]
[rank=68, song=The Long Way, lastweek=74, imagesrc=https://charts-static.billboard.com/img/2017/06/brett-eldredge.jpg, artist=Brett Eldredge]
[rank=69, song=Red Roses, lastweek=75, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Skies]
[rank=70, song=Japan, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2018/04/famous-dex-5fx.jpg, artist=Famous Dex]
[rank=71, song=Pick It Up, lastweek=71, imagesrc=https://charts-static.billboard.com/img/2017/07/famous-dex.jpg, artist=Famous Dex]
[rank=72, song=Five More Minutes, lastweek=60, imagesrc=https://charts-static.billboard.com/img/2017/05/scotty-mccreery.jpg, artist=Scotty McCreery]
[rank=73, song=One Number Away, lastweek=84, imagesrc=https://charts-static.billboard.com/img/2017/06/luke-combs.jpg, artist=Luke Combs]
[rank=74, song=Tequila, lastweek=87, imagesrc=https://charts-static.billboard.com/img/2018/01/dan-shay-zji.jpg, artist=Dan + Shay]
[rank=75, song=NBAYoungboat, lastweek=77, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Yachty]
[rank=76, song=I Like Me Better, lastweek=80, imagesrc=https://charts-static.billboard.com/img/2017/06/lauv-rpr.jpg, artist=Lauv]
[rank=77, song=Betrayed, lastweek=76, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Xan]
[rank=78, song=Sit Next To Me, lastweek=86, imagesrc=https://charts-static.billboard.com/img/2017/09/foster-the-people-prl.jpg, artist=Foster The People]
[rank=79, song=No Smoke, lastweek=79, imagesrc=https://charts-static.billboard.com/img/2017/08/youngboy-never-broke-again-qoy.jpg, artist=YoungBoy Never Broke Again]
[rank=80, song=Sativa, lastweek=91, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Jhene Aiko]
[rank=81, song=She's With Me, lastweek=90, imagesrc=https://charts-static.billboard.com/img/2017/05/high-valley.jpg, artist=High Valley]
[rank=82, song=When We, lastweek=78, imagesrc=https://charts-static.billboard.com/img/2017/07/tank.jpg, artist=Tank]
[rank=83, song=I Lived It, lastweek=85, imagesrc=https://charts-static.billboard.com/img/2017/11/blake-shelton-22w.jpg, artist=Blake Shelton]
[rank=84, song=Nowadays, lastweek=81, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Skies]
[rank=85, song=44 More, lastweek=70, imagesrc=https://charts-static.billboard.com/img/2018/03/logic-lma.jpg, artist=Logic]
[rank=86, song=Up Down, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2016/08/morgan-wallen-LYD.jpg, artist=Morgan Wallen]
[rank=87, song=This Is Me, lastweek=101, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Keala Settle & The Greatest Showman Ensemble]
[rank=88, song=Beautiful Trauma, lastweek=93, imagesrc=https://charts-static.billboard.com/img/2017/10/pnk-e1s.jpg, artist=P!nk]
[rank=89, song=Narcos, lastweek=88, imagesrc=https://charts-static.billboard.com/img/2018/02/migos-apk.jpg, artist=Migos]
[rank=90, song=Echame La Culpa, lastweek=97, imagesrc=https://charts-static.billboard.com/img/1840/12/luis-fonsi-j22.jpg, artist=Luis Fonsi & Demi Lovato]
[rank=91, song=Written In The Sand, lastweek=92, imagesrc=https://charts-static.billboard.com/img/2017/07/old-dominion-wac.jpg, artist=Old Dominion]
[rank=92, song=Tempo, lastweek=94, imagesrc=https://charts-static.billboard.com/img/2017/11/chris-brown-zmq.jpg, artist=Chris Brown]
[rank=93, song=Booty, lastweek=89, imagesrc=https://charts-static.billboard.com/img/2017/12/blac-youngsta-le2.jpg, artist=Blac Youngsta]
[rank=94, song=La Modelo, lastweek=98, imagesrc=https://charts-static.billboard.com/img/2018/01/ozuna-tye.jpg, artist=Ozuna x Cardi B]
[rank=95, song=For The First Time, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2017/08/darius-rucker-iex.jpg, artist=Darius Rucker]
[rank=96, song=Rubbin Off The Paint, lastweek=101, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=YBN Nahmir]
[rank=97, song=The Remedy For A Broke Heart (Why Am I So In Love), lastweek=67, imagesrc=https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms.jpg, artist=XXXTentacion]
[rank=98, song=Dark Knight Dummo, lastweek=99, imagesrc=https://charts-static.billboard.com/img/2017/12/trippie-redd-000.jpg, artist=Trippie Redd]
[rank=99, song=Get You, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2016/11/daniel-caesar.jpg, artist=Daniel Caesar]
[rank=100, song=No Roots, lastweek=101, imagesrc=https://charts-static.billboard.com/img/2017/06/alice-merton.jpg, artist=Alice Merton]
